Name,Link,Distributer,Developer,Release Date,Also On,Summary,Metascore,Meta Status,# of Critic Reviews,Critic Positive,Critic Mixed,Critic Negative,Userscore,Userscore Status,# of User Reviews,User Positive,User Mixed,User Negative,Genres,# Of Players,Rating,Awards
freedom-force-vs-the-3rd-reich,https://www.metacritic.com/game/pc/freedom-force-vs-the-3rd-reich,Sierra Entertainment,Irrational Games,8-Mar-05,,"Freedom is threatened yet again and only Minute Man and his heroic Freedom Force can save the day in the follow up to one of the most critically acclaimed games of 2002. Freedom Force vs. the Third Reich brings dynamic storytelling, fast-paced tactical role-play, and larger-than-life characters from the comic book pages to the computer screen. In this title, the league of heroes must travel back in time to defeat Blitzkrieg, defender of the Reich and his homicidal henchmen. With action spanning from the blasted battlefields of World War II to the dazzling depths of distant dimensions, Freedom Force vs. the Third Reich will give Freedom Fans more than they can handle. [Digital Jesters] Collapse",86,generally favorable reviews,40,37,3,0,7.6,generally favorable reviews,62,7,1,3,"Role-Playing, PC-style RPG, PC-style RPG, Western-Style",4,T,"#13 Best PC Game of 2005
#88 Most Discussed PC Game of 2005
#55 Most Shared PC Game of 2005"
death-stranding,https://www.metacritic.com/game/pc/death-stranding,505 Games,Kojima Productions,14-Jul-20,PlayStation 4,"Besieged by death's tide at every turn. Sam Bridges must brave a world utterly transformed by the Death Stranding. Carrying the stranded remnants of the future in his hands, Sam embarks on a journey to reunite the shattered world one step at a time. What is the mystery of the Death Stranding? What will Sam discover on the road ahead? A genre defining gameplay experience holds these answers and more. Collapse",86,generally favorable reviews,54,46,8,0,7.8,generally favorable reviews,2244,466,54,145,"Action, Action Adventure, General, Open-World",No Online Multiplayer,M,"#16 Best PC Game of 2020
#11 Most Discussed PC Game of 2020"
yakuza-0,https://www.metacritic.com/game/pc/yakuza-0,Sega,Ryu ga Gotoku Studios,1-Aug-18,"PlayStation 4, Xbox One","
Tokyo 1988. Getting rich is easy, the women are beautiful, and everyone wants in on the action. It's time to become Yakuza.

The glitz, glamour, and unbridled decadence of the 80s are back in Yakuza 0!
Fight like hell through Tokyo and Osaka with protagonist Kazuma Kiryu and series regular Goro Majima. Play as Kazuma Kiryu and discover how he finds himself in a world of trouble when a simple debt collection goes wrong and his mark winds up murdered. Then, step into the silver-toed shoes of Goro Majima and explore his ""normal"" life as the proprietor of a cabaret club.

Switch between three different fighting styles instantaneously and beat up all manner of goons, thugs, hoodlums, and lowlifes. Take combat up a notch by using environmental objects such as bicycles, sign posts, and car doors for bone-crunching combos and savage take-downs.

Fighting is not the only way to kill time in 1988's Japan: from discos and hostess clubs to classic SEGA arcades, there are tons of distractions to pursue in the richly detailed, neon-lit world. Collapse",86,generally favorable reviews,23,22,1,0,8.6,generally favorable reviews,452,83,6,9,"Action Adventure, Open-World",4,M,"#13 Best PC Game of 2018
#36 Most Discussed PC Game of 2018
#54 Most Shared PC Game of 2018"
the-binding-of-isaac-rebirth,https://www.metacritic.com/game/pc/the-binding-of-isaac-rebirth,Nicalis,Nicalis,4-Nov-14,"3DS, iPhone/iPad, PlayStation 4, PlayStation Vita, Wii U, Xbox One","Rebirth is a randomly generated action RPG shooter with emphatic Roguelike elements. Following Isaac on his journey gamers discover bizarre treasures that change Isaac＊s form giving him extra-human abilities and enabling him to fend off droves of mysterious creatures, learn secrets and scrap his way to safety. Collapse",86,generally favorable reviews,10,9,1,0,8.4,generally favorable reviews,866,136,13,11,"Horror, Horror, Action, Action Adventure, Shooter, Survival, Shoot-'Em-Up, Top-Down",No Online Multiplayer,,"#12 Best PC Game of 2014
#39 Most Discussed PC Game of 2014
#55 Most Shared PC Game of 2014"
tribes-ascend,https://www.metacritic.com/game/pc/tribes-ascend,Hi-Rez Studios,Hi-Rez Studios,12-Apr-12,,"Tribes: Ascend is a new generation of the online multiplayer shooter, incorporating classic Tribes elements such as fast-paced jetpack enabled combat, skiing, and vehicles, combined with teamwork and strategy.",86,generally favorable reviews,30,29,1,0,7.8,generally favorable reviews,594,146,13,23,"Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade",,T,"#18 Best PC Game of 2012
#35 Most Discussed PC Game of 2012"
titanfall,https://www.metacritic.com/game/pc/titanfall,Electronic Arts,Respawn Entertainment,11-Mar-14,"Xbox 360, Xbox One","Crafted by one of the co-creators of Call of Duty and other key developers behind the Call of Duty franchise, Titanfall, with its advanced combat techniques, gives you the freedom to fight your way as both elite assault Pilot and fast, heavily armored Titan. The experience combines fast-paced multiplayer action with the dramatically charged moments of a cinematic universe. Collapse",86,generally favorable reviews,29,28,1,0,6.3,mixed or average reviews,1785,189,142,135,"Shooter, Sci-Fi, Miscellaneous, General, Action, Shooter, First-Person, Sci-Fi, Arcade",12,M,"#13 Best PC Game of 2014
#13 Most Discussed PC Game of 2014
#37 Most Shared PC Game of 2014"
rayman-origins,https://www.metacritic.com/game/pc/rayman-origins,Ubisoft,UBlart Montpellier,29-Mar-12,"3DS, PlayStation 3, PlayStation Vita, Xbox 360","Rayman Origins is a comic adventure set in a lush 2D world brimming with unexpected secrets and outlandish enemies. The Glade of Dreams is overrun by the ""nefurrious"" Darktoons. The Fairy Council seeks Rayman's help to save the day. Rayman receives the aid of his best friend Globox as well as two crafty wizards, the Teensies. Together the world's most hilarious team of heroes sets out to restore peace to the Glade before their beloved home is destroyed. Rayman Origins supports four-player jump-in-and-jump-out co-op gameplay. The game offers a massive universe to explore, with more than 100 characters, 12 unique worlds, and more than 60 levels of platforming gameplay designed for all ages and play styles. Unlock new abilities and moves as you progress through the game. All members of your team will discover new unique abilities, including swimming, diving, slapping, and the sensational ""HarilyCopter."" Collapse",86,generally favorable reviews,11,11,0,0,8.3,generally favorable reviews,451,61,5,8,"Action, Platformer, Platformer, 2D, 2D",No Online Multiplayer,E10+,"#19 Best PC Game of 2012
#70 Most Discussed PC Game of 2012
#56 Most Shared PC Game of 2012"
gears-of-war-4,https://www.metacritic.com/game/pc/gears-of-war-4,Microsoft Game Studios,The Coalition,11-Oct-16,Xbox One,"After narrowly escaping an attack on their village, JD Fenix and his friends, Kait and Del, must rescue the ones they love and discover the source of a monstrous new enemy. Team up with four others and battle wave after wave of increasingly difficult enemies by choosing your combat class, leveling up your skills and deploying fortifications anywhere on the map. Compete online in new and favorite game types, all at 60fps on dedicated servers. A new visible ranking system means fairer matchmaking for social, competitive and professional players alike. Redefined Cover Gameplay: New weapons, close-cover combat moves and combat-knife executions turn each piece of cover into an offensive opportunity. Collapse",86,generally favorable reviews,22,20,2,0,6.8,mixed or average reviews,536,48,18,26,"Action, Shooter, Third-Person, Arcade",,M,"#20 Best PC Game of 2016
#46 Most Discussed PC Game of 2016
#65 Most Shared PC Game of 2016"
valfaris,https://www.metacritic.com/game/pc/valfaris,"Big Sugar Films , Big Sugar",Steel Mantis,10-Oct-19,"PlayStation 4, Switch, Xbox One","Set in a far corner of space, Valfaris is a heavy metal infused 2D action-platformer and the next game from the team behind Unity Awards finalist, Slain: Back From Hell. Brutal combat. Deadly enemies. Stunning pixel art. Savage soundtrack. Get ready to rip the galaxy a new wormhole.",86,generally favorable reviews,12,11,1,0,7.9,generally favorable reviews,68,15,5,1,"Action, Platformer, 2D",No Online Multiplayer,M,#16 Best PC Game of 2019
panzer-corps-2,https://www.metacritic.com/game/pc/panzer-corps-2,Slitherine,Flashback Games,19-Mar-20,,"Panzer Corps 2 is the ultimate Second World War strategy game! Enjoy the time-proven gameplay formula which has been appreciated by millions of players over the years, brought to a whole new level of refinement up to the latest technical standards.",86,generally favorable reviews,14,14,0,0,5.9,mixed or average reviews,43,7,0,9,"Strategy, Turn-Based, Tactics",,,#17 Best PC Game of 2020
her-story,https://www.metacritic.com/game/pc/her-story,Sam Barlow,Sam Barlow,24-Jun-15,iPhone/iPad,"Her Story is the new game from Sam Barlow, creator of Silent Hill: Shattered Memories and Aisle. A crime fiction game with non-linear storytelling, Her Story revolves around a police database full of live action video footage. It stars Viva Seifert, actress and one half of the band Joe Gideon and the Shark. Collapse",86,generally favorable reviews,50,47,2,1,6.2,mixed or average reviews,478,39,26,23,"Adventure, General, Visual Novel",No Online Multiplayer,,"#15 Best PC Game of 2015
#39 Most Discussed PC Game of 2015
#51 Most Shared PC Game of 2015"
starcraft-ii-heart-of-the-swarm,https://www.metacritic.com/game/pc/starcraft-ii-heart-of-the-swarm,Blizzard Entertainment,Blizzard Entertainment,12-Mar-13,,"StarCraft II continues the epic saga of the Protoss, Terran, and Zerg. These three distinct and powerful races clash once again in the fast-paced real-time strategy sequel to the legendary original, StarCraft. Legions of veteran, upgraded, and brand-new unit types do battle across the galaxy, as each faction struggles for survival. Featuring a unique single-player campaign that picks up where StarCraft: Brood War left off, StarCraft II presents a cast of new heroes and familiar faces in an edgy sci-fi story filled with adventure and intrigue. In addition, Blizzard again offers unparalleled online play through Battle.net, the company's world-renowned gaming service, with several enhancements and new features to make StarCraft II the ultimate competitive real-time strategy game. Features fast-paced, hard-hitting, tightly balanced competitive real-time strategy gameplay that recaptures and improves on the magic of the original game. New units and gameplay mechanics further distinguish each race. Vibrant new 3D-graphics engine with support for dazzling visual effects and massive unit and army sizes. Full map-making and scripting tools to give players incredible freedom in customizing and personalizing their gameplay experience. [Blizzard] Collapse",86,generally favorable reviews,68,66,1,1,8,generally favorable reviews,1632,180,64,51,"Strategy, Real-Time, Sci-Fi, Sci-Fi, Command",,T,"#17 Best PC Game of 2013
#33 Most Discussed PC Game of 2013
#53 Most Shared PC Game of 2013"
dishonored-2,https://www.metacritic.com/game/pc/dishonored-2,Bethesda Softworks,Arkane Studios,10-Nov-16,"PlayStation 4, Xbox One","Dishonored 2 takes your protagonist, Corvo Attano or Emily Kaldwin, to the coastal city of Karnaca where the choices you make will have significant impact on the world.",86,generally favorable reviews,40,35,5,0,8,generally favorable reviews,1729,297,37,52,"Action Adventure, General",No Online Multiplayer,M,"#21 Best PC Game of 2016
#7 Most Discussed PC Game of 2016
#50 Most Shared PC Game of 2016"
mass-effect-2-lair-of-the-shadow-broker,https://www.metacritic.com/game/pc/mass-effect-2-lair-of-the-shadow-broker,Electronic Arts,BioWare,7-Sep-10,Xbox 360,"Liara T'Soni is tracking down the mysterious Shadow Broker, and no one is safe. She'll do anything to recover the man the Broker kidnapped... and the Shadow Broker's agents will do anything to stop her. Team up with Liara and chase clues from the luxurious heights of Illium to the Shadow Broker's own secret lair. Adds the Shadow Broker intel center, new research, and five new achievements and the chance to continue a relationship with Liara. Collapse",86,generally favorable reviews,11,10,1,0,8.5,generally favorable reviews,273,18,2,0,"Role-Playing, Action RPG, Action RPG",,M,"#11 Best PC Game of 2010
#75 Most Discussed PC Game of 2010
#75 Most Shared PC Game of 2010"
lego-star-wars-ii-the-original-trilogy,https://www.metacritic.com/game/pc/lego-star-wars-ii-the-original-trilogy,LucasArts,Traveller's Tales,12-Sep-06,"PlayStation 2, Xbox 360","LEGO Star Wars II takes the fun and customization ability of the LEGO play pattern and combines it with the epic story, characters and action from the revolutionary Star Wars: Episodes IV, V and VI. With a unique tongue-in-cheek take on the Original Trilogy, LEGO Star Wars II lets you build and battle your way through your favorite film moments. From Darth Vader's pursuit of Princess Leia aboard her Blockade Runner to Luke's final confrontation with Emperor Palpatine. For the first time ever, characters can get in and out of vehicles, as well as ride creatures. Because it's LEGO style, you can also mix and match the body parts of more than 50 playable characters to create one of millions of possible LEGO Star Wars heroes. And on PS2, Xbox and Windows platforms, a game save from the first LEGO Star Wars can unlock another 50-plus additional characters for Free Play mode -- that's more than 100 total characters. Other exciting additions include free-roaming vehicle levels, the ability to switch ships at will in Free Play mode, cool new character-specific attacks and maneuvers, playable mini-kit vehicles, an adaptive difficulty option and more. [LucasArts] Collapse",86,generally favorable reviews,20,20,0,0,8.2,generally favorable reviews,119,13,1,0,"Action Adventure, Sci-Fi, Sci-Fi, General",12,E10+,"#9 Best PC Game of 2006
#70 Most Discussed PC Game of 2006
#45 Most Shared PC Game of 2006"
dungeon-siege,https://www.metacritic.com/game/pc/dungeon-siege,Microsoft Game Studios,Gas Powered Games,31-Mar-02,,"Dungeon Siege combines the immersive elements of a role-playing game with over-the-top intensity and non-stop action. Dungeon Siege plunges you into a continuous 3D fantasy world where you face off against an army of evil that has been unleashed. You begin as a humble farmer, and as you travel through the world and gain new skills, you can gather a party of up to eight characters to aid you. Dungeon Siege impels the player into one over-the-top battle after the other as the storyline unfolds and a larger plot begins to reveal itself. A world of adventure where you can explore sprawling landscapes in a seamlessly unfolding story awaits. [Microsoft] Collapse",86,generally favorable reviews,29,26,3,0,7.8,generally favorable reviews,281,28,9,4,"Role-Playing, Action RPG, Action RPG",No Online Multiplayer,T,"#21 Best PC Game of 2002
#18 Most Discussed PC Game of 2002
#18 Most Shared PC Game of 2002"
crysis-2,https://www.metacritic.com/game/pc/crysis-2,EA Games,Crytek,22-Mar-11,"PlayStation 3, Xbox 360","First-person shooter Crysis returns powered by CryEngline 3 and is coming to PS3 and Xbox 360, as well as the PC.",86,generally favorable reviews,42,39,3,0,7,mixed or average reviews,2059,230,142,123,"Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade",,M,"#14 Best PC Game of 2011
#13 Most Discussed PC Game of 2011
#45 Most Shared PC Game of 2011"
mass-effect-legendary-edition,https://www.metacritic.com/game/pc/mass-effect-legendary-edition,Electronic Arts,BioWare,14-May-21,"PlayStation 4, Xbox One, Xbox Series X","For many months now, our team at BioWare has been hard at work updating the textures, shaders, models, effects and technical features of three enormous games. Our goal was not to remake or reimagine the original games, but to modernize the experience so that fans and new players can experience the original work in its best possible form. It's been amazing to see the adventures of Commander Shepard take on new life in super-sharp resolution, faster framerates, and beautiful visual enhancements.
Mass Effect Legendary Edition will include single-player base content and DLC from Mass Effect, Mass Effect 2, and Mass Effect 3, plus promo weapons, armors, and packs - all remastered and optimized for 4k Ultra HD. It will be available in Spring 2021 for Xbox One, PlayStation 4, and PC, with forward compatibility and targeted enhancements on Xbox Series X and PlayStation 5. Collapse",86,generally favorable reviews,28,28,0,0,6.3,mixed or average reviews,478,83,23,89,"Miscellaneous, Compilation",No Online Multiplayer,M,"#12 Best PC Game of 2021
#18 Most Discussed PC Game of 2021"
call-of-duty-modern-warfare-2,https://www.metacritic.com/game/pc/call-of-duty-modern-warfare-2,Activision,Infinity Ward,10-Nov-09,"PlayStation 3, Xbox 360","Modern Warfare 2 continues the gripping and heart-racing action as players face off against a new threat dedicated to bringing the world to the brink of collapse. An entirely new gameplay mode which supports 2-player co-operative play online that is unique from the single player story campaign. Special Ops pits players into a gauntlet of time-trial and objective-based missions. Rank-up as players unlock new Special Ops missions, each more difficult. Missions include highlights from the single player campaign, fan favorites from Call of Duty 4: Modern Warfare and all new, exclusive missions. Setting a new bar for online multiplayer, Modern Warfare 2 multiplayer delivers new capabilities, customization, gamestates and modes, including: Create-a-Class Evolved. Secondary Weapons - Machine Pistols, Shotguns, Handguns, Launchers. Riot Shields. Equipment - Throwing Knives, Blast Shield, Tactical Insertion. Perk Upgrades. Bling (Dual Attachments). Customizable Killstreaks - AC130, Sentry Gun, Predator Missile, Counter-UAV, Care Package. Accolades (Post match reports). [Activision] Collapse",86,generally favorable reviews,40,36,4,0,4.7,generally unfavorable reviews,7375,414,188,849,"Action, Shooter, Shooter, First-Person, Modern, Modern, Arcade",18,M,"#14 Best PC Game of 2009
#1 Most Discussed PC Game of 2009
#32 Most Shared PC Game of 2009"
the-secret-of-monkey-island-special-edition,https://www.metacritic.com/game/pc/the-secret-of-monkey-island-special-edition,LucasArts,LucasArts,15-Jul-09,"iPhone/iPad, PlayStation 3, Xbox 360","As ye venture out onto the docks of Melee Island, there'll be a shock to yer system the likes of which you've never seen. The Secret of Monkey Island: Special Edition gives you the world you remember, yet it be shown to ya like only yer imagination could. It seems Guybrush Threepwood, a young lad wantin' to be a bloodthirsty pirate is back to relive his hunt fo the fabled riches of Monkey Island. Hilarious swashbuckling misadventures: Embark on a bumbling misadventure in an attempt to become the most infamous pirate in the Caribbean, win the heart of the beautiful governor, Elaine Marley, and confront the evil ghost pirate, LeChuck! High-definition graphics: The game is all-new and re-imagined with a contemporary art style, hand-drawn and presented in 1080p. Complete voice over using original Monkey Island franchise cast members brings the story and characters to life like never before. Renewed music score: Enjoy the re-mastered and re-recorded musical score using live instruments. Special Edition and Classic modes: Scene-for-scene hot swap lets you seamlessly transition between Special Edition and Classic modes at anytime during gameplay. Enhanced gameplay: The all-new intuitive game interface and controls provide a more interactive gameplay experience. Hint system: Not sure what to do next? The in-game puzzle hint system keeps the puzzles fresh and fun. [LucasArts] Collapse",86,generally favorable reviews,23,22,1,0,8.9,generally favorable reviews,394,43,7,3,"Adventure, General, General, Point-and-Click",No Online Multiplayer,E10+,"#15 Best PC Game of 2009
#42 Most Discussed PC Game of 2009
#36 Most Shared PC Game of 2009"
max-payne-2-the-fall-of-max-payne,https://www.metacritic.com/game/pc/max-payne-2-the-fall-of-max-payne,Rockstar Games,Remedy Entertainment,14-Oct-03,PlayStation 2,"Max Payne 2: The Fall of Max Payne is a violent, film-noir love story for mature audiences. Dark, tragic and intense, the in-depth story is a thrill-ride of shocking twists and revelations. Love hurts. The fans of Max Payne won?t be disappointed. The fierce, yet stylish action sequences and slow-motion gunplay that has become synonymous with Max Payne is back and better than ever. New and enhanced moves and options provide breathtaking cinematic game play. Max Payne 2: The Fall of Max Payne is set to raise the bar on action games all over again. [Rockstar] Collapse",86,generally favorable reviews,46,41,5,0,8.9,generally favorable reviews,1534,197,17,1,"Action, Shooter, Shooter, Third-Person, Modern, Modern, Arcade",No Online Multiplayer,M,"#15 Best PC Game of 2003
#3 Most Discussed PC Game of 2003
#8 Most Shared PC Game of 2003"
homeworld-remastered-collection,https://www.metacritic.com/game/pc/homeworld-remastered-collection,"Gearbox Software , Gearbox Publishing",Gearbox Software,25-Feb-15,,"Assume control of your fleet and assemble an armada across more than thirty single-player missions. Choose unit types, fleet formations and flight tactics for each strategic situation.",86,generally favorable reviews,49,48,1,0,8.2,generally favorable reviews,364,39,8,16,"Miscellaneous, Compilation",,E10+,"#16 Best PC Game of 2015
#49 Most Discussed PC Game of 2015
#72 Most Shared PC Game of 2015"
crosscode,https://www.metacritic.com/game/pc/crosscode,Deck 13,Radical Fish Games,20-Sep-18,"PlayStation 4, PlayStation 5, Switch, Xbox One, Xbox Series X","A retro-inspired 2D Action RPG set in the distant future. CrossCode combines 16-bit SNES-style graphics with butter-smooth physics, a fast-paced combat system, and engaging puzzle mechanics, served with a gripping sci-fi story.",86,generally favorable reviews,13,13,0,0,8.3,generally favorable reviews,186,47,4,8,"Role-Playing, Action RPG",No Online Multiplayer,,"#14 Best PC Game of 2018
#56 Most Discussed PC Game of 2018"
galactic-civilizations-ii-dread-lords,https://www.metacritic.com/game/pc/galactic-civilizations-ii-dread-lords,Stardock,Stardock,21-Feb-06,,Galactic Civilizations II: Dread Lords is the sequel to Stardock's hit turn-based strategy game. Galactic Civilizations is a strategy game that takes place in the distant future where mankind has become a space-faring civilization and now must contend with other galactic powers who strive for domination in the galaxy. The basic concept behind Galactic Civilizations II is the same as the first one -- to build an interstellar civilization. [Strategy First] Collapse,86,generally favorable reviews,39,36,3,0,7.6,generally favorable reviews,78,16,5,5,"Strategy, Turn-Based, Sci-Fi, Sci-Fi, 4X",1,E10+,"#10 Best PC Game of 2006
#45 Most Discussed PC Game of 2006
#86 Most Shared PC Game of 2006"
wolfenstein-ii-the-new-colossus,https://www.metacritic.com/game/pc/wolfenstein-ii-the-new-colossus,Bethesda Softworks,MachineGames,27-Oct-17,"PlayStation 4, Switch, Xbox One","Wolfenstein II: The New Colossus is the highly anticipated sequel to the critically acclaimed, Wolfenstein: The New Order developed by the award-winning studio MachineGames. An exhilarating adventure brought to life by the industry-leading id Tech 6, Wolfenstein II sends players to Nazi-controlled America on a mission to recruit the boldest resistance leaders left. Fight the Nazis in iconic American locations, equip an arsenal of badass guns, and unleash new abilities to blast your way through legions of Nazi soldiers in this definitive first-person shooter. America, 1961. The Nazis maintain their stranglehold on the world. You are BJ Blazkowicz, aka Terror-Billy, member of the Resistance, scourge of the Nazi empire, and humanitys last hope for liberty. Only you have the guts, guns, and gumption to return stateside, kill every Nazi in sight, and spark the second American Revolution. Collapse",86,generally favorable reviews,40,38,2,0,7,mixed or average reviews,1487,147,67,75,"Action, Shooter, First-Person, Arcade",No Online Multiplayer,M,"#16 Best PC Game of 2017
#14 Most Discussed PC Game of 2017
#14 Most Shared PC Game of 2017"
tomb-raider,https://www.metacritic.com/game/pc/tomb-raider,Square Enix,"Crystal Dynamics, Nixxes Software",4-Mar-13,"PlayStation 3, Xbox 360",An intense and gritty story of the origins of the infamous Lara Croft and her ascent from frightened young woman to hardened survivor in Tomb Raider.,86,generally favorable reviews,18,17,1,0,8.4,generally favorable reviews,4963,692,172,78,"Action Adventure, Modern, General, Modern, Linear",,M,"#18 Best PC Game of 2013
#8 Most Discussed PC Game of 2013
#16 Most Shared PC Game of 2013"
nioh-2-the-complete-edition,https://www.metacritic.com/game/pc/nioh-2-the-complete-edition,Koei Tecmo Games,Team Ninja,5-Feb-21,PlayStation 4,"Battle hordes of yokai in this masocore Action RPG. Create your protagonist and embark on an adventure through a myriad of locales across Japan during the Sengoku period. Utilize the new Yokai Shift ability to defeat even the most ferocious yokai and be prepared to brave through Dark Realms created by your enemies.
Collapse",86,generally favorable reviews,27,26,1,0,7.1,mixed or average reviews,191,42,7,31,"Role-Playing, Action RPG",,M,"#13 Best PC Game of 2021
#35 Most Discussed PC Game of 2021"
star-trek-voyager-elite-force,https://www.metacritic.com/game/pc/star-trek-voyager-elite-force,Activision,Raven Software,20-Sep-00,PlayStation 2,"As Lt. Tuvok, you'll leap into action to defend the Voyager from assault, battle through derelict spacecraft, infiltrate a Borg cube, and take on the ultimate colonization force -- all while facing annihilation at every turn. No one said being a hero was easy. [Activision]",86,generally favorable reviews,25,25,0,0,8,generally favorable reviews,79,5,0,0,"Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade",132,T,"#22 Best PC Game of 2000
#56 Most Discussed PC Game of 2000
#40 Most Shared PC Game of 2000"
returnal,https://www.metacritic.com/game/pc/returnal,"Sony Interactive Entertainment , PlayStation PC",Housemarque,15-Feb-23,PlayStation 5,"After crash-landing on this shape-shifting world, Selene must search through the barren landscape of an ancient civilization for her escape. Isolated and alone, she finds herself fighting tooth and nail for survival. Again and again, she's defeated forced to restart her journey every time she dies.

Through relentless roguelike gameplay, you'll discover that just as the planet changes with every cycle, so do the items at your disposal. Every loop offers new combinations, forcing you to push your boundaries and approach combat with a different strategy each time.

Brought to life by stunning visual effects, the dark beauty of the decaying world around you is packed with explosive surprises. From high stakes, bullet hell-fuelled combat, to visceral twists and turns through stark and contrasting environments. You'll explore, discover and fight your way through an unforgiving journey, where mystery stalks your every move. Collapse",86,generally favorable reviews,37,34,3,0,6.4,mixed or average reviews,101,28,7,7,"Action, Shooter, Third-Person, Arcade",2,T,"#4 Best PC Game of 2023
#6 Most Discussed PC Game of 2023"
worldwide-soccer-manager-2008,https://www.metacritic.com/game/pc/worldwide-soccer-manager-2008,Sega,Sports Interactive,23-Oct-07,,"(Also known as ""Worldwide Soccer Manager 2008"") Football Manager returns before Christmas packed full of new features for fans of the much-acclaimed series from Sports Interactive to feast their eyes on. Transfer Center - A new way of managing all current transfer and loan bids for your club, both incoming and outgoing, making it easier to compare bids and reject or accept them. Finance Revamp - Sports Interactive have updated the finance area of Football Manager 2008 to better reflect the ever-changing modern football world. More information is available to the manager too, including, but not limited to, corporate matchday income, season ticket news, investment funds, improved sponsorships, collective win bonuses and the ability to move around funds from the wage budget and transfer budget (and vice versa) at any point to help you in your quest for the ideal squad. International Management - The international management gameplay has been completely revamped for Football Manager 2008, including, but not limited to, media improvements, international retirements, player interaction, international scouting, improved national pool selection, captain selection and a separation of international and club morale for players. Match Flow - The largest change to matchdays in a Sports Interactive game since the introduction of the 2D match engine. Match flow brings more atmosphere to matchdays with match previews, team talks, opposition player instructions, the match itself, half time and post match now seamlessly following on from one another. There's no more pausing to make tactical changes and you'll find a mini-radar pitch whilst making those tactical changes to keep you in touch with what's going on in the match. [Sega Europe] Collapse",86,generally favorable reviews,15,14,1,0,7.3,mixed or average reviews,24,3,2,1,"Sports, Traditional, Team, Soccer, Management, Management",,E,"#15 Best PC Game of 2007
#53 Most Shared PC Game of 2007"
il-2-sturmovik-forgotten-battles,https://www.metacritic.com/game/pc/il-2-sturmovik-forgotten-battles,Ubisoft,"1C, 1C Entertainment",2-Mar-03,,"With 20 new single player missions and 10 new cooperative multiplayer missions, and a new dynamic campaign system, Forgotten Battles expands the aerial battlefield for IL-2 owners, adding almost limitless replayability. The expansion pack also adds 27 new flyable planes, and 12 new AI controlled aircraft to faithfully recreate the WWII aerial combat experience. Collapse",86,generally favorable reviews,12,10,2,0,8,generally favorable reviews,48,4,0,0,"Simulation, Flight, WWII, WWII, Combat",132,T,"#16 Best PC Game of 2003
#24 Most Shared PC Game of 2003"
f1-2016,https://www.metacritic.com/game/pc/f1-2016,Codemasters,Codemasters,19-Aug-16,"iPhone/iPad, PlayStation 4, Xbox One","Includes the full 2016 season calendar of 21 tracks, including the brand new Baku circuit in Azerbaijan, and the full roster of 22 drivers and 11 teams, including the new Haas F1 Team. F1 2016 immerses you in not only the on-track excitement of a FORMULA ONE career, including the inclusion of the iconic Safety Car and also the Virtual Safety Car for the first time, but also uniquely offers the drama and vehicle development that goes on behind the scenes. Work with your agent, engineer and team to develop your car in the deepest ever career experience, spanning up to ten seasons. Forge your own path to glory, and rise to be the champion. Collapse",86,generally favorable reviews,12,12,0,0,7.8,generally favorable reviews,79,4,2,0,"Racing, Simulation, Automobile",,E,#22 Best PC Game of 2016
dirt-3,https://www.metacritic.com/game/pc/dirt-3,Codemasters,Codemasters,23-May-11,"PlayStation 3, Xbox 360","DiRT 3 will boast more cars, more locations, more routes and more events than any other game in the series, including over 50 rally cars representing the very best from five decades of the sport. DiRT 3 delivers mud, sweat and gears world over: from the intense weather-beaten rally stages of Europe, Africa and the US, to executing performance driving showcases and career challenges where car control is pushed to spectacular limits. Collapse",86,generally favorable reviews,23,21,2,0,7,mixed or average reviews,541,53,33,32,"Driving, Racing, Simulation, Rally / Offroad, Rally / Offroad, Automobile",,T,"#15 Best PC Game of 2011
#49 Most Discussed PC Game of 2011
#43 Most Shared PC Game of 2011"
devotion,https://www.metacritic.com/game/pc/devotion,"Red Candle Games , Indievent",Red Candle Games,19-Feb-19,,"Devotion is a first-person atmospheric horror game depicting the life of a family shadowed by religious belief. Explore a 1980s Taiwan apartment complex lost in time gradually shift into a hellish nightmare. Delve into the vows each member of the family has made, and witness their devotion.",86,generally favorable reviews,17,16,1,0,7.8,generally favorable reviews,162,26,3,2,"Action Adventure, Survival",No Online Multiplayer,,"#17 Best PC Game of 2019
#94 Most Discussed PC Game of 2019
#62 Most Shared PC Game of 2019"
unreal-tournament-2003,https://www.metacritic.com/game/pc/unreal-tournament-2003,"Atari , Infogrames , Atari SA",Digital Extremes,30-Sep-02,,"Reload with Unreal Tournament 2003 - the sequel to 1999's multiple 'Game of the Year' award winner - ""Unreal Tournament."" Using the latest Unreal technology, Unreal Tournament 2003 takes you to the merciless arenas of the future, where elite warriors rely on skill, speed, cunning and awesome firepower to demonstrate their style and become the ultimate champion. [Infogrames] Collapse",86,generally favorable reviews,27,22,5,0,7.8,generally favorable reviews,137,10,5,2,"Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade",164,M,"#22 Best PC Game of 2002
#31 Most Discussed PC Game of 2002
#30 Most Shared PC Game of 2002"
